执行时间：0.073748826980591 = URL：/Dir/LogTplPaper/index.html 当前时间:2017-05-24 10:17:23
执行时间：0.084107160568237 = URL：/Dir/Index/index.html 当前时间:2017-05-25 00:40:56
执行时间：0.084681987762451 = URL：/Dir/Index/index.html 当前时间:2017-05-25 00:40:57
执行时间：0.074230909347534 = URL：/Dir/LogTplPaper/index.html 当前时间:2017-05-25 01:44:13
执行时间：0.051774024963379 = URL：/Dir/DirTemplate/index.html 当前时间:2017-05-25 01:47:30
执行时间：0.051073789596558 = URL：/Dir/DirTemplate/index.html 当前时间:2017-05-25 02:00:35
执行时间：0.069952964782715 = URL：/Dir/DirExamType/index.html 当前时间:2017-05-25 02:00:39
执行时间：0.07335090637207 = URL：/Dir/LogTplPaper/index.html 当前时间:2017-05-25 02:02:19
执行时间：0.24116587638855 = URL：/Dir/DirTemplate/index.html 当前时间:2017-05-25 02:04:07
执行时间：0.073475122451782 = URL：/Dir/DirTemplate/index.html 当前时间:2017-05-25 02:06:25
执行时间：0.066908121109009 = URL：/Dir/DirTemplate/index.html 当前时间:2017-05-25 02:08:11
执行时间：0.071156024932861 = URL：/Dir/DirTemplate/index.html 当前时间:2017-05-25 02:13:51
执行时间：0.083453893661499 = URL：/Dir/Index/index.html 当前时间:2017-05-25 08:44:24
执行时间：0.08781099319458 = URL：/Dir/Index/index.html 当前时间:2017-05-25 09:31:55
执行时间：0.069653987884521 = URL：/Dir/DirTemplate/index.html 当前时间:2017-05-25 09:32:38
执行时间：0.069544076919556 = URL：/Dir/DirExamType/index.html 当前时间:2017-05-25 09:32:40
执行时间：0.06213903427124 = URL：/Dir/DirExamType/add.html 当前时间:2017-05-25 09:32:51
执行时间：0.065696954727173 = URL：/Dir/DirExamType 当前时间:2017-05-25 09:33:05
执行时间：0.071790933609009 = URL：/Dir/DirExamType/edit/id/11.html 当前时间:2017-05-25 09:33:08
执行时间：0.069453954696655 = URL：/Dir/DirTemplate/index.html 当前时间:2017-05-25 09:33:10
